Reaction name	!	Stoichiometry	!	Enzyme discription	!	Compartment	!	Subsystem(Pathway)	!	Gene
LPLIPAL1E140pp	!	1AGPE140 + H2O -> G3PE + H + TTDCA	!	Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C14:0) (periplasm)	!	Periplasmic space	!	Glycerophospholipid Metabolism	!	b0494
LPLIPAL1E141pp	!	1AGPE141 + H2O -> G3PE + H + TTDCEA	!	Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C14:1) (periplasm)	!	Periplasmic space	!	Glycerophospholipid Metabolism	!	b0494
LPLIPAL1E160pp	!	1AGPE160 + H2O -> G3PE + H + HDCA	!	Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C16:0) (periplasm)	!	Periplasmic space	!	Glycerophospholipid Metabolism	!	b0494
LPLIPAL1E161pp	!	1AGPE161 + H2O -> G3PE + H + HDCEA	!	Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C16:1) (periplasm)	!	Periplasmic space	!	Glycerophospholipid Metabolism	!	b0494
LPLIPAL1E180pp	!	1AGPE180 + H2O -> G3PE + H + OCDCA	!	Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C18:0) (periplasm)	!	Periplasmic space	!	Glycerophospholipid Metabolism	!	b0494
LPLIPAL1E181pp	!	1AGPE181 + H2O -> G3PE + H + OCDCEA	!	Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C18:1) (periplasm)	!	Periplasmic space	!	Glycerophospholipid Metabolism	!	b0494
LPLIPAL1G120pp	!	1AGPG120 + H2O -> DDCA + G3PG + H	!	Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C12:0) (periplasm)	!	Periplasmic space	!	Glycerophospholipid Metabolism	!	b0494
LPLIPAL1G140pp	!	1AGPG140 + H2O -> G3PG + H + TTDCA	!	Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C14:0) (periplasm)	!	Periplasmic space	!	Glycerophospholipid Metabolism	!	b0494
LPLIPAL1G141pp	!	1AGPG141 + H2O -> G3PG + H + TTDCEA	!	Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C14:1) (periplasm)	!	Periplasmic space	!	Glycerophospholipid Metabolism	!	b0494
LPLIPAL1G160pp	!	1AGPG160 + H2O -> G3PG + H + HDCA	!	Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C16:0) (periplasm)	!	Periplasmic space	!	Glycerophospholipid Metabolism	!	b0494
LPLIPAL1G161pp	!	1AGPG161 + H2O -> G3PG + H + HDCEA	!	Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C16:1) (periplasm)	!	Periplasmic space	!	Glycerophospholipid Metabolism	!	b0494
LPLIPAL1G180pp	!	1AGPG180 + H2O -> G3PG + H + OCDCA	!	Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C18:0) (periplasm)	!	Periplasmic space	!	Glycerophospholipid Metabolism	!	b0494
LPLIPAL1G181pp	!	1AGPG181 + H2O -> G3PG + H + OCDCEA	!	Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C18:1) (periplasm)	!	Periplasmic space	!	Glycerophospholipid Metabolism	!	b0494
LPLIPAL2A120	!	2DDECG3P + H2O -> DDCA + GLYC3P + 2* H	!	Lysophospholipase L2 (2-acylglycerophosphotidate, n-C12:0)	!	Cytosol	!	Glycerophospholipid Metabolism	!	b3825
LPLIPAL2A140	!	2TDECG3P + H2O -> GLYC3P + 2* H + TTDCA	!	Lysophospholipase L2 (2-acylglycerophosphotidate, n-C14:0)	!	Cytosol	!	Glycerophospholipid Metabolism	!	b3825
LPLIPAL2A141	!	2TDEC7EG3P + H2O -> GLYC3P + 2* H + TTDCEA	!	Lysophospholipase L2 (2-acylglycerophosphotidate, n-C14:1)	!	Cytosol	!	Glycerophospholipid Metabolism	!	b3825
LPLIPAL2A160	!	2HDECG3P + H2O -> GLYC3P + 2* H + HDCA	!	Lysophospholipase L2 (2-acylglycerophosphotidate, n-C16:0)	!	Cytosol	!	Glycerophospholipid Metabolism	!	b3825
LPLIPAL2A161	!	2HDEC9EG3P + H2O -> GLYC3P + 2* H + HDCEA	!	Lysophospholipase L2 (2-acylglycerophosphotidate, n-C16:1)	!	Cytosol	!	Glycerophospholipid Metabolism	!	b3825
LPLIPAL2A180	!	2ODECG3P + H2O -> GLYC3P + 2* H + OCDCA	!	Lysophospholipase L2 (2-acylglycerophosphotidate, n-C18:0)	!	Cytosol	!	Glycerophospholipid Metabolism	!	b3825
LPLIPAL2A181	!	2ODEC11EG3P + H2O -> GLYC3P + 2* H + OCDCEA	!	Lysophospholipase L2 (2-acylglycerophosphotidate, n-C18:1)	!	Cytosol	!	Glycerophospholipid Metabolism	!	b3825
LPLIPAL2ATE120	!	2AGPE120 + PG120 -> APG120 + G3PE	!	Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C12:0)	!	Cytosol	!	Glycerophospholipid Metabolism	!	b3825
LPLIPAL2ATE140	!	2AGPE140 + PG140 -> APG140 + G3PE	!	Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C14:0)	!	Cytosol	!	Glycerophospholipid Metabolism	!	b3825
LPLIPAL2ATE141	!	2AGPE141 + PG141 -> APG141 + G3PE	!	Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C14:1)	!	Cytosol	!	Glycerophospholipid Metabolism	!	b3825
LPLIPAL2ATE160	!	2AGPE160 + PG160 -> APG160 + G3PE	!	Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C16:0)	!	Cytosol	!	Glycerophospholipid Metabolism	!	b3825
LPLIPAL2ATE161	!	2AGPE161 + PG161 -> APG161 + G3PE	!	Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C16:1)	!	Cytosol	!	Glycerophospholipid Metabolism	!	b3825
LPLIPAL2ATE180	!	2AGPE180 + PG180 -> APG180 + G3PE	!	Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C18:0)	!	Cytosol	!	Glycerophospholipid Metabolism	!	b3825
LPLIPAL2ATE181	!	2AGPE181 + PG181 -> APG181 + G3PE	!	Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C18:1)	!	Cytosol	!	Glycerophospholipid Metabolism	!	b3825
LPLIPAL2ATG120	!	2AGPG120 + PG120 -> APG120 + G3PG	!	Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C12:0)	!	Cytosol	!	Glycerophospholipid Metabolism	!	b3825
LPLIPAL2ATG140	!	2AGPG140 + PG140 -> APG140 + G3PG	!	Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C14:0)	!	Cytosol	!	Glycerophospholipid Metabolism	!	b3825
LPLIPAL2ATG141	!	2AGPG141 + PG141 -> APG141 + G3PG	!	Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C14:1)	!	Cytosol	!	Glycerophospholipid Metabolism	!	b3825
LPLIPAL2ATG160	!	2AGPG160 + PG160 -> APG160 + G3PG	!	Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C16:0)	!	Cytosol	!	Glycerophospholipid Metabolism	!	b3825
LPLIPAL2ATG161	!	2AGPG161 + PG161 -> APG161 + G3PG	!	Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C16:1)	!	Cytosol	!	Glycerophospholipid Metabolism	!	b3825
LPLIPAL2ATG180	!	2AGPG180 + PG180 -> APG180 + G3PG	!	Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C18:0)	!	Cytosol	!	Glycerophospholipid Metabolism	!	b3825
LPLIPAL2ATG181	!	2AGPG181 + PG181 -> APG181 + G3PG	!	Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C18:1)	!	Cytosol	!	Glycerophospholipid Metabolism	!	b3825
LPLIPAL2E120	!	2AGPE120 + H2O -> DDCA + G3PE + H	!	Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C12:0)	!	Cytosol	!	Glycerophospholipid Metabolism	!	b3825
LPLIPAL2E140	!	2AGPE140 + H2O -> G3PE + H + TTDCA	!	Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C14:0)	!	Cytosol	!	Glycerophospholipid Metabolism	!	b3825
LPLIPAL2E141	!	2AGPE141 + H2O -> G3PE + H + TTDCEA	!	Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C14:1)	!	Cytosol	!	Glycerophospholipid Metabolism	!	b3825
LPLIPAL2E160	!	2AGPE160 + H2O -> G3PE + H + HDCA	!	Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C16:0)	!	Cytosol	!	Glycerophospholipid Metabolism	!	b3825
LPLIPAL2E161	!	2AGPE161 + H2O -> G3PE + H + HDCEA	!	Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C16:1)	!	Cytosol	!	Glycerophospholipid Metabolism	!	b3825
LPLIPAL2E180	!	2AGPE180 + H2O -> G3PE + H + OCDCA	!	Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C18:0)	!	Cytosol	!	Glycerophospholipid Metabolism	!	b3825
LPLIPAL2E181	!	2AGPE181 + H2O -> G3PE + H + OCDCEA	!	Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C18:1)	!	Cytosol	!	Glycerophospholipid Metabolism	!	b3825
LPLIPAL2G120	!	2AGPG120 + H2O -> DDCA + G3PG + H	!	Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C12:0)	!	Cytosol	!	Glycerophospholipid Metabolism	!	b3825
LPLIPAL2G140	!	2AGPG140 + H2O -> G3PG + H + TTDCA	!	Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C14:0)	!	Cytosol	!	Glycerophospholipid Metabolism	!	b3825
LPLIPAL2G141	!	2AGPG141 + H2O -> G3PG + H + TTDCEA	!	Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C14:1)	!	Cytosol	!	Glycerophospholipid Metabolism	!	b3825
LPLIPAL2G160	!	2AGPG160 + H2O -> G3PG + H + HDCA	!	Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C16:0)	!	Cytosol	!	Glycerophospholipid Metabolism	!	b3825
LPLIPAL2G161	!	2AGPG161 + H2O -> G3PG + H + HDCEA	!	Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C16:1)	!	Cytosol	!	Glycerophospholipid Metabolism	!	b3825
LPLIPAL2G180	!	2AGPG180 + H2O -> G3PG + H + OCDCA	!	Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C18:0)	!	Cytosol	!	Glycerophospholipid Metabolism	!	b3825
LPLIPAL2G181	!	2AGPG181 + H2O -> G3PG + H + OCDCEA	!	Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C18:1)	!	Cytosol	!	Glycerophospholipid Metabolism	!	b3825
LSERDHr	!	NADP + SER_L <-> 2AMSA + H + NADPH	!	L-serine dehydrogenase	!	Cytosol	!	Glycine and Serine Metabolism	!	b1539
LYSabcpp	!	ATP_C  + H2O_C  + LYS_L_P  -> ADP_C  + H_C  + LYS_L_C  + PI_C	!	L-lysine transport via ABC system (periplasm)	!	Intercompartmental	!	Transport, Inner Membrane	!	( b2310  &&  b2307  &&  b2306  &&  b2308 )
LYSDC	!	H + LYS_L -> 15DAP + CO2	!	lysine decarboxylase	!	Cytosol	!	Threonine and Lysine Metabolism	!	( b0186  ||  b4131 )
LYSt2pp	!	H_P  + LYS_L_P  -> H_C  + LYS_L_C	!	L-lysine transport in via proton symport (periplasm)	!	Intercompartmental	!	Transport, Inner Membrane	!	b2156
LYSt3pp	!	H_P  + LYS_L_C  -> H_C  + LYS_L_P	!	L-lysine transport out via proton antiport (cytoplasm to periplasm)	!	Intercompartmental	!	Transport, Inner Membrane	!	b2923
LYStex	!	LYS_L_E  <-> LYS_L_P	!	L-lysine transport via diffusion (extracellular to periplasm)	!	Intercompartmental	!	Transport, Outer Membrane Porin	!	( b0241  ||  b0929  ||  b1377  ||  b2215 )
LYSTRS	!	ATP + LYS_L + TRNALYS -> AMP + LYSTRNA + PPI	!	Lysyl-tRNA synthetase	!	Cytosol	!	tRNA Charging	!	( b2890  ||  b4129 )
LYXI	!	LYX_L -> XYLU_L	!	Lyxose isomerase	!	Cytosol	!	Alternate Carbon Metabolism	!	b3903
LYXt2pp	!	H_P  + LYX_L_P  -> H_C  + LYX_L_C	!	L-Lyxose transport via proton symport (periplasm)	!	Intercompartmental	!	Transport, Inner Membrane	!	b3907
LYXtex	!	LYX_L_E  <-> LYX_L_P	!	L-Lyxose transport via diffusion (extracellular to periplasm)	!	Intercompartmental	!	Transport, Outer Membrane Porin	!	( b0241  ||  b0929  ||  b1377  ||  b2215 )
M1PD	!	MNL1P + NAD <-> F6P + H + NADH	!	mannitol-1-phosphate 5-dehydrogenase	!	Cytosol	!	Alternate Carbon Metabolism	!	b3600
MACPD	!	H + MALACP -> ACACP + CO2	!	Malonyl-ACP decarboxylase	!	Cytosol	!	Membrane Lipid Metabolism	!	b2323
MALDDH	!	MAL_D + NAD -> CO2 + NADH + PYR	!	malate decarboxylating oxidoreductase (decarboxylating)	!	Cytosol	!	Alternate Carbon Metabolism	!	b1800
MALDt2_2pp	!	2* H_P  + MAL_D_P  -> 2* H_C  + MAL_D_C	!	D-Malate transport via proton symport (2 H) (periplasm)	!	Intercompartmental	!	Transport, Inner Membrane	!	b3528
MALDtex	!	MAL_D_E  <-> MAL_D_P	!	D-Malate transport via diffusion (extracellular to periplasm)	!	Intercompartmental	!	Transport, Outer Membrane Porin	!	( b1377  ||  b0929  ||  b2215  ||  b0241 )
MALS	!	ACCOA + GLX + H2O -> COA + H + MAL_L	!	malate synthase	!	Cytosol	!	Anaplerotic Reactions	!	( b4014  ||  b2976 )
MALt2_2pp	!	2* H_P  + MAL_L_P  -> 2* H_C  + MAL_L_C	!	Malate transport via proton symport (2 H) (periplasm)	!	Intercompartmental	!	Transport, Inner Membrane	!	b3528
MALt2_3pp	!	3* H_P  + MAL_L_P  -> 3* H_C  + MAL_L_C	!	Malate transport via proton symport (3 H) (periplasm)	!	Intercompartmental	!	Transport, Inner Membrane	!	( b4138  ||  b4123 )
MALTabcpp	!	ATP_C  + H2O_C  + MALT_P  -> ADP_C  + H_C  + MALT_C  + PI_C	!	maltose transport via ABC system (periplasm)	!	Intercompartmental	!	Transport, Inner Membrane	!	( b4034  &&  b4033  &&  b4032  &&  b4035 )
MALTATr	!	ACCOA + MALT <-> ACMALT + COA	!	maltose O-acetyltransferase	!	Cytosol	!	Alternate Carbon Metabolism	!	b0459
MALtex	!	MAL_L_E  <-> MAL_L_P	!	Malate transport via diffusion (extracellular to periplasm)	!	Intercompartmental	!	Transport, Outer Membrane Porin	!	( b0241  ||  b0929  ||  b1377  ||  b2215 )
MALTHXabcpp	!	ATP_C  + H2O_C  + MALTHX_P  -> ADP_C  + H_C  + MALTHX_C  + PI_C	!	maltohexaose transport via ABC system (periplasm)	!	Intercompartmental	!	Transport, Inner Membrane	!	( b4034  &&  b4033  &&  b4032  &&  b4035 )
MALTHXtexi	!	MALTHX_E  -> MALTHX_P	!	maltohexaose transport via diffusion (extracellular to periplasm) irreversible	!	Intercompartmental	!	Transport, Outer Membrane	!	b4036
MALTPTabcpp	!	ATP_C  + H2O_C  + MALTPT_P  -> ADP_C  + H_C  + MALTPT_C  + PI_C	!	maltopentaose transport via ABC system (periplasm)	!	Intercompartmental	!	Transport, Inner Membrane	!	( b4034  &&  b4033  &&  b4032  &&  b4035 )
MALTptspp	!	MALT_P  + PEP_C  -> MALT6P_C  + PYR_C	!	maltose transport via PEP:Pyr PTS (periplasm)	!	Intercompartmental	!	Transport, Inner Membrane	!	( b2417  &&  b1621  &&  b2415  &&  b2416 )
MALTPTtexi	!	MALTPT_E  -> MALTPT_P	!	maltopentaoseMaltotriose transport via diffusion (extracellular to periplasm) irreversible	!	Intercompartmental	!	Transport, Outer Membrane	!	b4036
MALTtexi	!	MALT_E  -> MALT_P	!	maltoseMaltotriose transport via diffusion (extracellular to periplasm) irreversible	!	Intercompartmental	!	Transport, Outer Membrane	!	b4036
MALTTRabcpp	!	ATP_C  + H2O_C  + MALTTR_P  -> ADP_C  + H_C  + MALTTR_C  + PI_C	!	Maltotriose transport via ABC system (periplasm)	!	Intercompartmental	!	Transport, Inner Membrane	!	( b4034  &&  b4033  &&  b4032  &&  b4035 )
MALTTRtexi	!	MALTTR_E  -> MALTTR_P	!	Maltotriose transport via diffusion (extracellular to periplasm) irreversible	!	Intercompartmental	!	Transport, Outer Membrane	!	b4036
MALTTTRabcpp	!	ATP_C  + H2O_C  + MALTTTR_P  -> ADP_C  + H_C  + MALTTTR_C  + PI_C	!	maltotetraose transport via ABC system (periplasm)	!	Intercompartmental	!	Transport, Inner Membrane	!	( b4034  &&  b4033  &&  b4032  &&  b4035 )
MALTTTRtexi	!	MALTTTR_E  -> MALTTTR_P	!	maltotetraoseMaltotriose transport via diffusion (extracellular to periplasm) irreversible	!	Intercompartmental	!	Transport, Outer Membrane	!	b4036
MAN1PT2	!	GDP + H + MAN1P -> GDPMANN + PI	!	mannose-1-phosphate guanylyltransferase (GDP)	!	Cytosol	!	Cell Envelope Biosynthesis	!	b2049
MAN6PI	!	MAN6P <-> F6P	!	mannose-6-phosphate isomerase	!	Cytosol	!	Alternate Carbon Metabolism	!	b1613
MAN6Pt6_2pp	!	MAN6P_P  + 2* PI_C  -> MAN6P_C  + 2* PI_P	!	Mannose-6-phosphate transport via phosphate antiport (periplasm)	!	Intercompartmental	!	Transport, Inner Membrane	!	b3666
MAN6Ptex	!	MAN6P_E  <-> MAN6P_P	!	Mannose 6-phosphate transport via diffusion (extracellular to periplasm)	!	Intercompartmental	!	Transport, Outer Membrane Porin	!	( b0241  ||  b0929  ||  b1377  ||  b2215 )
MANAO	!	MANA + NAD <-> FRUUR + H + NADH	!	Mannonate oxidoreductase	!	Cytosol	!	Alternate Carbon Metabolism	!	b4323
MANGLYCptspp	!	MANGLYC_P  + PEP_C  -> MAN6PGLYC_C  + PYR_C	!	2-O-alpha-mannosyl-D-glycerate transport via PEP:Pyr PTS (periplasm)	!	Intercompartmental	!	Transport, Inner Membrane	!	( b0731  &&  b2415  &&  b2416 )
MANGLYCtex	!	MANGLYC_E  <-> MANGLYC_P	!	2-O-alpha-mannosyl-D-glycerate transport via diffusion (extracellular to periplasm)	!	Intercompartmental	!	Transport, Outer Membrane Porin	!	( b0241  ||  b0929  ||  b1377  ||  b2215 )
MANPGH	!	H2O + MAN6PGLYC -> GLYC_R + MAN6P	!	2-O-alpha-mannosyl-6-phosphate-D-glycerate hydrolase	!	Cytosol	!	Alternate Carbon Metabolism	!	b0732
MANptspp	!	MAN_P  + PEP_C  -> MAN6P_C  + PYR_C	!	D-mannose transport via PEP:Pyr PTS (periplasm)	!	Intercompartmental	!	Transport, Inner Membrane	!	( b1817  &&  b1818  &&  b1819  &&  b2415  &&  b2416 )
MANtex	!	MAN_E  <-> MAN_P	!	D-mannose transport via diffusion (extracellular to periplasm)	!	Intercompartmental	!	Transport, Outer Membrane Porin	!	( b0241  ||  b0929  ||  b1377  ||  b2215 )
MCITD	!	2MCIT -> 2MCACN + H2O	!	2-methylcitrate dehydratase	!	Cytosol	!	Alternate Carbon Metabolism	!	b0334
MCITL2	!	MICIT <-> PYR + SUCC	!	methylisocitrate lyase	!	Cytosol	!	Alternate Carbon Metabolism	!	b0331
MCITS	!	H2O + OAA + PPCOA -> 2MCIT + COA + H	!	2-methylcitrate synthase	!	Cytosol	!	Alternate Carbon Metabolism	!	b0333
MCOATA	!	ACP + MALCOA <-> COA + MALACP	!	Malonyl-CoA-ACP transacylase	!	Cytosol	!	Membrane Lipid Metabolism	!	( b1094  &&  b1092 )
MCPST	!	CYAN + MERCPPYR -> H + PYR + TCYNT	!	3-mercaptopyruvate sulfurtransferase	!	Cytosol	!	Cysteine Metabolism	!	b2521
MCTP1App	!	MUREIN5P5P -> ALA_D + MUREIN5PX4P	!	murein crosslinking transpeptidase 1A:(A2pm->D-ala) (periplasm)	!	Periplasmic space	!	Murein Biosynthesis	!	( b0084  ||  b0635  ||  b0149  ||  b3396 )
MCTP1Bpp	!	MUREIN5P5P -> ALAALA + MUREIN5PX3P	!	murein crosslinking transpeptidase 1B:(A2pm->A2pm) (periplasm)	!	Periplasmic space	!	Murein Biosynthesis	!	( b0149  ||  b3396 )
MCTP2App	!	MUREIN5P5P5P -> 2* ALA_D + MUREIN5PX4PX4P	!	murein crosslinking transpeptidase 1A:(A2pm->D-ala) (periplasm)	!	Periplasmic space	!	Murein Biosynthesis	!	( b0084  ||  b0635  ||  b3396  ||  b0149 )
MDDCP1pp	!	H2O + MUREIN5PX4P -> ALA_D + MUREIN4PX4P	!	murein D,D-carboxypeptidase (murein5px4p) (periplasm)	!	Periplasmic space	!	Murein Biosynthesis	!	( b0632  ||  b3182  ||  b0839  ||  b2010 )
MDDCP2pp	!	H2O + MUREIN5PX4PX4P -> ALA_D + MUREIN4PX4PX4P	!	murein D,D-carboxypeptidase (murein5px4px4p) (periplasm)	!	Periplasmic space	!	Murein Biosynthesis	!	( b0632  ||  b3182  ||  b0839  ||  b2010 )
MDDCP3pp	!	H2O + MUREIN5P5P -> ALA_D + MUREIN5P4P	!	murein D,D-carboxypeptidase (murein5p5p) (periplasm)	!	Periplasmic space	!	Murein Biosynthesis	!	( b0632  ||  b3182  ||  b0839  ||  b2010 )
MDDCP4pp	!	H2O + MUREIN5P4P -> ALA_D + MUREIN4P4P	!	murein D,D-carboxypeptidase (murein5p4p) (periplasm)	!	Periplasmic space	!	Murein Biosynthesis	!	( b0632  ||  b3182  ||  b0839  ||  b2010 )
MDDCP5pp	!	H2O + MUREIN5P3P -> ALA_D + MUREIN4P3P	!	murein D,D-carboxypeptidase (murein5p3p) (periplasm)	!	Periplasmic space	!	Murein Biosynthesis	!	( b0632  ||  b3182  ||  b0839  ||  b2010 )
MDDEP1pp	!	H2O + MUREIN4PX4P -> MUREIN4P4P	!	murein D,D-endopeptidase (murein4px4p) (periplasm)	!	Periplasmic space	!	Murein Recycling	!	( b3182  ||  b2328  ||  b2134 )
MDDEP2pp	!	H2O + MUREIN3PX4P -> MUREIN4P3P	!	murein D,D-endopeptidase (murein3px4p) (periplasm)	!	Periplasmic space	!	Murein Recycling	!	( b3182  ||  b2328  ||  b2134 )
MDDEP3pp	!	H2O + MUREIN5PX4P -> MUREIN5P4P	!	murein D,D-endopeptidase (murein5px4p) (periplasm)	!	Periplasmic space	!	Murein Recycling	!	( b3182  ||  b2328  ||  b2134 )
MDDEP4pp	!	H2O + MUREIN4PX4PX4P -> MUREIN4PX4P4P	!	murein D,D-endopeptidase (murein4px4px4p) (periplasm)	!	Periplasmic space	!	Murein Recycling	!	( b3182  ||  b2328  ||  b2134 )
MDH	!	MAL_L + NAD <-> H + NADH + OAA	!	malate dehydrogenase	!	Cytosol	!	Citric Acid Cycle	!	b3236
MDH2	!	MAL_L + Q8 -> OAA + Q8H2	!	Malate dehydrogenase (ubiquinone 8 as acceptor)	!	Cytosol	!	Citric Acid Cycle	!	b2210
MDH3	!	MAL_L + MQN8 -> MQL8 + OAA	!	Malate dehydrogenase (menaquinone 8 as acceptor)	!	Cytosol	!	Citric Acid Cycle	!	b2210
MDRPD	!	5MDRU1P -> DKMPP + H2O	!	5-Methylthio-5-deoxy-D-ribulose 1-phosphate dehydratase	!	Cytosol	!	Arginine and Proline Metabolism	!	Unknown
ME1	!	MAL_L + NAD -> CO2 + NADH + PYR	!	malic enzyme (NAD)	!	Cytosol	!	Anaplerotic Reactions	!	b1479
ME2	!	MAL_L + NADP -> CO2 + NADPH + PYR	!	malic enzyme (NADP)	!	Cytosol	!	Anaplerotic Reactions	!	b2463
MECDPDH2	!	2MECDP + NADH -> H2MB4P + H2O + NAD	!	2C-methyl-D-erythritol 2,4 cyclodiphosphate dehydratase	!	Cytosol	!	Cofactor and Prosthetic Group Biosynthesis	!	b2515
MECDPS	!	2P4C2ME -> 2MECDP + CMP	!	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	!	Cytosol	!	Cofactor and Prosthetic Group Biosynthesis	!	b2746
MELIBt2pp	!	H_P  + MELIB_P  -> H_C  + MELIB_C	!	melibiose transport in via symport (periplasm)	!	Intercompartmental	!	Transport, Inner Membrane	!	b4120
MELIBt3ipp	!	H_P  + MELIB_C  -> H_C  + MELIB_P	!	melibiose transport in via antiport (periplasm)	!	Intercompartmental	!	Transport, Inner Membrane	!	b1528
MELIBtex	!	MELIB_E  <-> MELIB_P	!	melibiose transport via diffusion (extracellular to periplasm)	!	Intercompartmental	!	Transport, Outer Membrane Porin	!	( b0241  ||  b0929  ||  b1377  ||  b2215 )
MEPCT	!	2ME4P + CTP + H -> 4C2ME + PPI	!	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	!	Cytosol	!	Cofactor and Prosthetic Group Biosynthesis	!	b2747
METabcpp	!	ATP_C  + H2O_C  + MET_L_P  -> ADP_C  + H_C  + MET_L_C  + PI_C	!	L-methionine transport via ABC system (periplasm)	!	Intercompartmental	!	Transport, Inner Membrane	!	( b0198  &&  b0199  &&  b0197 )
METAT	!	ATP + H2O + MET_L -> AMET + PI + PPI	!	methionine adenosyltransferase	!	Cytosol	!	Methionine Metabolism	!	b2942
METDabcpp	!	ATP_C  + H2O_C  + MET_D_P  -> ADP_C  + H_C  + MET_D_C  + PI_C	!	D-methionine transport via ABC system (periplasm)	!	Intercompartmental	!	Transport, Inner Membrane	!	( b0198  &&  b0199  &&  b0197 )
METDtex	!	MET_D_E  <-> MET_D_P	!	D-methionine transport via diffusion (extracellular to periplasm)	!	Intercompartmental	!	Transport, Outer Membrane Porin	!	( b0241  ||  b0929  ||  b1377  ||  b2215 )
METOX1s	!	H2O2 + MET_L -> H2O + METSOX_S_L	!	methionine oxidation (spontaneous)	!	Cytosol	!	Methionine Metabolism	!	s0001
METOX2s	!	H2O2 + MET_L -> H2O + METSOX_R_L	!	methionine oxidation 2 (spontaneous)	!	Cytosol	!	Methionine Metabolism	!	s0001
METS	!	5MTHF + HCYS_L -> H + MET_L + THF	!	methionine synthase	!	Cytosol	!	Methionine Metabolism	!	( b4019  ||  b3829 )
METSOX1abcpp	!	ATP_C  + H2O_C  + METSOX_S_L_P  -> ADP_C  + H_C  + METSOX_S_L_C  + PI_C	!	L-methionine S-oxide transport via ABC system (periplasm)	!	Intercompartmental	!	Transport, Inner Membrane	!	Unknown
METSOX1tex	!	METSOX_S_L_E  <-> METSOX_S_L_P	!	L-methionine S-oxide diffusion (extracellular)	!	Intercompartmental	!	Transport, Outer Membrane Porin	!	( b0241  ||  b0929  ||  b1377  ||  b2215 )
METSOX2abcpp	!	ATP_C  + H2O_C  + METSOX_R_L_P  -> ADP_C  + H_C  + METSOX_R_L_C  + PI_C	!	L-methionine R-oxide transport via ABC system (periplasm)	!	Intercompartmental	!	Transport, Inner Membrane	!	Unknown
METSOX2tex	!	METSOX_R_L_E  <-> METSOX_R_L_P	!	L-methionine R-oxide diffusion (extracellular)	!	Intercompartmental	!	Transport, Outer Membrane Porin	!	( b0241  ||  b0929  ||  b1377  ||  b2215 )
METSOXR1	!	METSOX_S_L + TRDRD -> H2O + MET_L + TRDOX	!	L-methionine-S-oxide reductase	!	Cytosol	!	Methionine Metabolism	!	( ( b4219  &&  b2582 )  ||  ( b4219  &&  b3781 ) )
